Treatment,LD,Reading Decoding,Reading Fluency,Reading Comprehension
Intervention,Dyslexia,88.25721483,11.4993294,48.01506193
Intervention,Dyslexia,84.91671357,12.17020586,47.3044915
Control,Normal,90.04295057,13.36172587,44.57749633
Control,Normal,101.524841,11.43538838,54.29064355
Intervention,Normal,114.48428,10.66799791,61.60690324
Control,Normal,101.1052862,11.57035471,56.23428633
Intervention,Normal,97.85420269,16.23168089,58.12536079
Control,Dyslexia,98.19318143,9.297577335,43.19792529
Intervention,Dyslexia,81.83445936,9.56321282,41.16859359
Intervention,Dyslexia,88.7576752,7.504997774,46.7577475
Intervention,Dyslexia,86.03336,10.08624719,43.26767911
Intervention,Normal,96.85524042,12.15115999,57.47414613
Intervention,Dyslexia,79.27417168,11.32714926,53.31013928
Intervention,Normal,99.93552653,13.90318827,61.21108351
Control,Normal,102.7554065,7.653688071,42.17640708
Control,Dyslexia,59.05055026,4.953347948,23.77458044
Control,Dyslexia,87.56568935,11.04511466,34.81137094
Control,Dyslexia,53.49213071,-0.704846311,31.11115969
Intervention,Normal,99.87590333,13.02172092,54.98527441
Control,Dyslexia,68.503179,3.726153662,35.81146762
Intervention,Dyslexia,100.3367448,13.39853566,63.92704347
Intervention,Dyslexia,110.2412413,10.38767834,44.23629183
Intervention,Dyslexia,89.77753138,13.36468594,58.5270689
Control,Dyslexia,71.9389542,8.088477118,30.55256293
Intervention,Normal,112.3418725,9.664637348,52.89649172
Control,Dyslexia,68.37468487,3.585721196,29.69975341
Control,Dyslexia,79.03093922,5.40238813,34.82724217
Control,Dyslexia,95.55534009,9.150706248,50.47252291
Intervention,Dyslexia,81.86101952,4.064427504,30.93806269
Control,Dyslexia,79.79301366,8.859328993,28.27543401
Intervention,Dyslexia,77.94538405,9.645633417,43.47123346
Intervention,Dyslexia,94.23278384,12.45986393,49.16189153
Intervention,Dyslexia,103.5482766,11.26516727,62.141487
Intervention,Dyslexia,89.31868221,12.82130488,43.21109627
Intervention,Normal,96.62695815,12.4795822,48.65448795
Control,Dyslexia,78.01340891,6.686968781,37.77086688
Intervention,Normal,91.875529,5.604221116,37.34457595
Intervention,Dyslexia,88.92665897,9.517471833,42.67027633
Control,Normal,98.28255982,7.125949178,45.57030017
Intervention,Normal,116.3162381,9.196011354,52.67990256
Intervention,Dyslexia,91.94309944,9.062164339,41.22367118
Intervention,Normal,117.7668158,15.61285534,57.940862
Intervention,Dyslexia,105.1445174,12.42455901,50.36494876
Intervention,Normal,92.05811621,9.913114973,51.88456016
Intervention,Dyslexia,98.71937326,11.38258489,48.56170324
Control,Dyslexia,54.64618577,5.72846488,27.7640776
Control,Dyslexia,72.56728076,8.250072481,36.83474775
Control,Normal,105.2794459,11.66568211,52.36127576
Control,Dyslexia,92.51340537,8.682536482,40.99612479
Control,Dyslexia,74.82798529,10.56300227,42.95629867
Intervention,Dyslexia,86.80967201,6.46686254,54.48977491
Intervention,Normal,112.4163584,17.39907441,64.57959139
Control,Dyslexia,104.1700334,6.486858816,52.12682642
Control,Normal,84.0498987,4.74053367,48.08294471
Intervention,Normal,114.411757,9.171980047,54.22133873
Intervention,Normal,102.961697,13.29613407,59.76212294
Intervention,Normal,115.3579369,18.15363423,66.86406552
Control,Normal,86.21575612,9.015361975,44.30606512
Intervention,Normal,102.6285769,11.86343943,52.68474545
Intervention,Dyslexia,76.46219837,4.873468047,40.54830858
Control,Dyslexia,61.56517783,7.846607461,30.5152404
Intervention,Normal,114.3311273,11.4118886,51.16428422
Control,Normal,99.11285059,12.16603076,47.89697268
Intervention,Dyslexia,95.67572654,11.02838652,44.22871815
Intervention,Dyslexia,81.90964165,9.337504685,37.4394144
Control,Dyslexia,58.5076835,8.834081283,37.86146751
Intervention,Normal,96.14009113,13.12569913,62.25544172
Intervention,Normal,89.35832846,12.62069859,51.46475874
Control,Dyslexia,84.67859231,7.001467941,37.95100099
Control,Dyslexia,28.69744856,2.09728435,24.41120577
Control,Normal,77.7598197,4.823944355,30.56914709
Control,Normal,92.49903704,12.90390141,54.4023037
Control,Normal,104.7082458,9.470452211,52.42608449
Control,Normal,100.8688694,9.970319691,37.75921942
Intervention,Dyslexia,77.69082538,8.072221157,38.72957719
Intervention,Normal,103.5147255,12.18995963,54.08245149
Control,Dyslexia,71.67065644,3.775372686,34.02646111
Control,Normal,90.68754671,11.04324847,42.54835207
Intervention,Dyslexia,87.66469264,8.834391176,51.83988133
Control,Normal,98.05830095,11.73019458,47.85862842
Intervention,Dyslexia,98.83495546,12.00587242,50.84915069
Control,Normal,113.5636377,12.07659967,53.91825952
Intervention,Normal,103.1361465,12.52814099,59.62175933
Control,Normal,98.64456087,11.64633166,47.90702507
Control,Normal,110.6495132,14.6346811,50.40072515
Intervention,Dyslexia,89.1192133,13.34953061,51.23604481
Control,Normal,90.71134523,9.209715137,46.56996833
Intervention,Dyslexia,105.85622,9.289131605,56.95210418
Control,Normal,91.46702954,12.27063651,59.61132493
Control,Dyslexia,86.73777116,5.934417672,35.65005461
Intervention,Normal,110.5013913,15.88160006,61.94805419
Control,Dyslexia,69.78488131,4.198917309,24.05718091
Control,Dyslexia,81.44230279,9.924198162,42.41177783
Control,Normal,111.8607776,9.997684888,59.84635081
Intervention,Dyslexia,94.50833091,14.69806114,57.3497825
Intervention,Normal,99.21575956,14.8931689,55.33396474
Control,Dyslexia,71.25392893,7.865146781,37.80373687
Control,Dyslexia,87.11454847,11.7599334,44.90708932
Intervention,Normal,88.07472622,13.86340155,55.60268174
Control,Normal,109.3449211,8.775105464,54.09099842
Control,Dyslexia,91.47849001,9.676238205,37.96551177
Intervention,Normal,99.65763422,9.823300255,54.9197528
Control,Dyslexia,66.80388382,5.950643284,38.94882937
Control,Normal,90.71036354,9.591230951,48.42767654
Intervention,Dyslexia,66.65884902,6.158461822,34.02831636
Control,Dyslexia,76.22898395,7.550522768,41.76697359
Control,Dyslexia,79.0234435,5.284817784,30.21787763
Control,Dyslexia,88.24951023,7.952438714,39.60094067
Intervention,Normal,119.2743141,9.800469788,72.80028605
Control,Dyslexia,76.37906978,9.783503973,51.43354349
Control,Dyslexia,80.54957455,11.80193834,32.95720756
Intervention,Dyslexia,95.58207613,10.37929592,46.0260172
Control,Dyslexia,109.6177001,10.02598988,48.11114043
Control,Normal,107.9987178,11.46576034,55.18512494
Control,Normal,111.6481817,9.930578271,61.73316857
Control,Dyslexia,66.37320049,6.696195161,31.54961718
Control,Dyslexia,98.47446145,5.187044121,38.29349397
Control,Dyslexia,63.46879462,5.075031669,41.26025668
Control,Dyslexia,76.00491194,8.910541461,24.49627319
Control,Normal,84.76540107,12.83709024,42.36299844
Control,Dyslexia,66.50615647,11.22044951,33.17730499
Intervention,Normal,98.06258305,11.2915886,51.26827001
Control,Dyslexia,55.4337364,4.187254669,24.06291066
Intervention,Normal,114.39118,15.74766164,61.53109022
Control,Dyslexia,69.44418553,5.247075683,28.6262702
Intervention,Normal,101.3517496,12.69961271,58.19551804
Intervention,Dyslexia,83.32151554,14.44840369,52.61897505
Intervention,Normal,90.9183469,12.38891155,53.91203375
Control,Normal,111.7749412,9.380017949,58.13907649
Intervention,Normal,107.3596909,6.476404654,52.35449687
Intervention,Normal,96.61068532,8.288082307,37.69971001
Control,Normal,84.32419843,6.342420666,28.99794088
Control,Normal,93.85852307,6.647266777,43.87228223
Intervention,Dyslexia,86.68921769,6.034647557,40.48744884
Control,Normal,66.99521055,6.682066577,28.32642457
Intervention,Dyslexia,86.98304339,14.58252053,40.3082768
Control,Normal,105.2764674,5.485633181,50.37542811
Control,Normal,120.8318775,13.10567655,62.18863682
Control,Normal,96.68975019,8.995422066,53.50033225
Control,Dyslexia,97.39117739,7.206102211,42.50639229
Control,Normal,108.0454241,13.99614949,59.35137317
Intervention,Dyslexia,79.01057227,10.66188911,38.35737573
Intervention,Normal,81.39142785,4.525512726,46.88031513
Control,Dyslexia,73.87944443,3.10931738,40.54409159
Intervention,Dyslexia,83.65183501,7.777758599,56.16026785
Control,Dyslexia,85.07592977,9.223104154,43.7612951
Intervention,Dyslexia,72.44926829,12.68083837,38.7196545
Intervention,Dyslexia,95.72195636,9.066150155,51.70710745
Control,Dyslexia,72.54450245,2.720429825,42.20080082
Control,Dyslexia,87.40911144,6.730829806,42.39987736
Control,Dyslexia,69.4727651,12.48419019,48.87207105
Intervention,Normal,108.599071,17.50813463,66.98042058
Control,Dyslexia,90.10107123,9.635883847,42.84208496
Control,Dyslexia,83.16107748,9.329735051,49.20851936
Control,Dyslexia,87.87404076,4.698598325,33.31158682
Intervention,Dyslexia,93.19761429,9.239800989,48.14720888
Control,Dyslexia,70.47360279,4.282108422,35.08702546
Intervention,Dyslexia,85.0984062,15.17455177,36.94421178
Intervention,Dyslexia,78.65702487,6.923067437,24.92525758
Intervention,Normal,94.86880439,12.35834127,56.93900962
Intervention,Dyslexia,62.49660059,4.222160072,35.64092793
Control,Dyslexia,64.69985022,12.12001895,38.64592556
Intervention,Dyslexia,101.1721933,9.95068553,51.73600591
Intervention,Normal,110.2781095,7.780841932,54.76281221
Control,Dyslexia,74.1519464,7.382494452,41.00863739
Control,Normal,96.10547933,14.11766677,54.77478492
Control,Normal,81.64435493,4.068235347,47.24307931
Control,Normal,102.5696554,11.36764107,46.82213697
Control,Normal,108.4995557,6.415738609,49.23281044
Intervention,Normal,88.76968867,14.75205247,54.23181481
Control,Normal,113.3194969,9.755508802,53.04284498
Intervention,Dyslexia,80.90812599,12.07532071,35.55642149
Intervention,Normal,123.4647083,15.02516018,63.53762486
Intervention,Dyslexia,90.61859811,13.26935164,50.41465885
Control,Normal,112.9532742,8.843875258,55.6580122
Control,Dyslexia,82.84420308,12.74439771,35.25477537
Control,Normal,107.7980187,5.181004406,52.77591814
Intervention,Dyslexia,81.84826457,7.028300745,48.76224115
Control,Dyslexia,76.5727849,5.988192988,37.22709302
Control,Normal,103.8922702,13.61437265,49.85785298
Control,Dyslexia,81.76088472,9.647797142,40.02534939
Intervention,Normal,84.55743049,8.362182432,50.12378543
Control,Dyslexia,87.85852694,4.971729605,42.9842169
Intervention,Normal,110.618853,17.08663269,59.43098847
Intervention,Dyslexia,78.32815611,9.709774044,34.349219
Intervention,Normal,105.6114808,14.79205762,58.98534499
Control,Dyslexia,72.60007962,10.1242036,43.78517997
Intervention,Dyslexia,92.94197121,8.34258987,53.46048884
Control,Dyslexia,56.20940373,5.282779485,32.42655864
Control,Dyslexia,71.07875323,3.191554997,27.52575458
Control,Normal,103.5104816,8.51886812,47.66666153
Control,Dyslexia,96.62476336,3.745350126,45.33598944
Control,Normal,115.8802175,10.91427224,58.53414187
Intervention,Normal,98.53026957,16.81524162,50.0093465
Control,Dyslexia,68.31282007,8.45122794,29.25075114
Control,Dyslexia,96.63654507,13.22537002,58.72524123
Intervention,Dyslexia,74.12688817,4.944226433,45.57862424
Intervention,Normal,110.4263939,8.939760831,59.79544147
Control,Dyslexia,68.13780721,3.938164249,32.05465294
Control,Dyslexia,102.1804409,14.48976193,60.10455926
Intervention,Normal,93.94631855,10.54893792,43.52105609
Control,Dyslexia,78.84356737,5.17357766,31.31190362
Intervention,Dyslexia,90.92284595,3.244254726,34.32196812
Control,Normal,120.4445345,11.78259435,55.40930315
Intervention,Dyslexia,107.93163,14.07223349,58.34430375
Intervention,Normal,99.48861639,8.410996403,59.7628255
Intervention,Normal,101.4506531,12.27088971,48.23159418
Intervention,Normal,110.6307319,12.89408782,53.60937103
Intervention,Normal,96.59697342,9.958835195,57.01391427
Control,Normal,89.03096521,13.13162561,41.76574478
Control,Dyslexia,74.04738042,1.649346071,37.85989719
Control,Normal,107.216272,9.693538859,43.43856625
Intervention,Dyslexia,64.8340171,5.269881655,25.47023441
Intervention,Dyslexia,86.54823595,5.189543063,41.10472383
Control,Normal,125.1033793,9.781315132,57.55276467
Control,Dyslexia,75.04536575,8.740370018,34.51809758
Control,Dyslexia,68.31074316,10.13805847,51.62888076
Control,Normal,93.15882505,7.343343822,40.46712007
Control,Dyslexia,81.70812644,11.15335301,55.33751687
Control,Normal,106.1499061,12.40043481,54.77482694
Control,Dyslexia,61.35028873,4.715032606,26.58019862
Intervention,Dyslexia,96.02639898,9.064115153,44.14865045
Control,Normal,96.42448495,10.12610146,56.51508868
Intervention,Dyslexia,89.42409058,5.790801523,37.0322403
Intervention,Normal,113.9482117,15.15570691,55.73797198
Control,Normal,86.65024262,5.389790947,43.15264808
Control,Normal,132.0850413,11.91905785,48.27410193
Control,Dyslexia,74.15778862,8.998027312,43.47814094
Control,Normal,84.17524986,8.750703875,41.61375182
Control,Dyslexia,83.82990632,7.661711313,35.26125202
Control,Normal,119.5001562,17.13633678,54.59694728
Control,Dyslexia,96.34592275,12.967785,51.20414959
Intervention,Dyslexia,105.8376122,9.122509361,43.0136645
Control,Dyslexia,79.78441455,4.706410803,38.57044374
Control,Normal,77.96605811,8.424017114,38.62824948
Intervention,Dyslexia,93.44378411,12.58588759,41.96743486
Control,Normal,114.0444178,12.86905153,56.47647163
Control,Dyslexia,109.1967699,8.193448473,60.5211295
Control,Dyslexia,77.52043346,8.548052603,39.51908308
Intervention,Normal,84.43119822,9.918088876,43.52272071
Intervention,Dyslexia,74.913844,6.421313097,40.39271992
Intervention,Dyslexia,104.0595092,11.66066423,56.51980596
Intervention,Dyslexia,99.15159795,9.177909179,52.20493666
Control,Normal,90.47868911,9.327411223,52.7851139
Control,Dyslexia,93.05458907,7.785436621,52.89137187
Control,Dyslexia,67.93675205,5.675873541,28.75810171
Intervention,Normal,81.77237408,9.576597742,47.66099936
Intervention,Normal,82.99508815,7.417127222,38.55271153
Control,Dyslexia,80.81020242,5.266583168,43.28589969
Control,Dyslexia,66.31516379,5.785565889,31.50856901
Intervention,Normal,125.5003151,16.08056399,72.43036542
Intervention,Dyslexia,69.49814487,10.29722668,43.96808215
Intervention,Dyslexia,81.38403107,9.933589374,41.56686856
Intervention,Dyslexia,74.92048959,8.602690967,36.95606326
Intervention,Dyslexia,94.81454109,9.651189173,47.53748797
Control,Dyslexia,79.04435366,8.06471368,34.46354098
Intervention,Dyslexia,70.48653959,6.132409984,31.3904167
Intervention,Dyslexia,80.11574515,8.94903005,44.20886859
Intervention,Normal,93.56220521,12.5013516,54.69622976
Control,Dyslexia,96.76535548,7.797451838,40.37226941
Control,Dyslexia,69.91103449,12.49303255,40.01737067
Intervention,Dyslexia,83.50097389,10.03742403,50.40458617
Control,Normal,95.95531042,9.806359776,56.17010387
Control,Normal,100.711719,9.969744925,33.39771414
Control,Dyslexia,77.2843514,7.424743493,39.60763297
Control,Normal,92.06075286,4.554505993,41.17018672
Control,Normal,78.8220245,10.17719684,44.46819164
Control,Normal,116.5868463,11.51307371,60.06187905
Intervention,Dyslexia,90.62379825,15.14656781,46.0778559
Intervention,Normal,86.86286702,11.10522425,50.5740508
Control,Dyslexia,81.57508959,6.863373243,49.92335239
Control,Dyslexia,91.62155583,4.543997507,35.16718425
Control,Dyslexia,101.7030714,14.51336561,49.75117179
Control,Normal,102.7301157,5.439765635,47.16639613
Control,Dyslexia,81.95423133,3.250446826,29.29477859
Control,Normal,118.1638814,11.92190695,61.15711831
Intervention,Dyslexia,105.2469976,11.27229414,51.3114101
Control,Normal,75.98770183,7.66363438,48.73527747
Intervention,Normal,93.96927567,9.869139683,39.2735824
Intervention,Dyslexia,79.77277397,14.14547015,50.94163404
Control,Dyslexia,83.47522213,8.661753609,38.81808821
Intervention,Normal,90.07121858,9.088016414,51.41687092
Intervention,Normal,109.4551073,6.929031962,55.58621991
Intervention,Normal,103.1903251,15.186797,64.78338639
Control,Dyslexia,88.16643034,11.59945476,43.48489171
Control,Dyslexia,98.61210734,8.054961933,47.77087503
Control,Normal,100.5775947,12.41748659,60.36143534
Intervention,Dyslexia,87.24388423,8.370803134,54.2398008
Intervention,Normal,106.4408454,13.01289518,59.39504194
Control,Dyslexia,84.79127824,6.524058961,34.30090733
Intervention,Dyslexia,87.18105572,10.68530569,45.50498486
Intervention,Normal,103.2409745,10.53296281,54.24934708
Intervention,Normal,83.55237894,6.299144825,48.3768932
Intervention,Dyslexia,69.6484621,6.168165325,41.47864032
Intervention,Dyslexia,80.96027728,8.565880408,40.40400879
Intervention,Normal,94.52709709,7.516002866,53.14372994
Intervention,Normal,107.2252261,16.00197056,68.51925043
Control,Normal,86.49619917,7.222403333,42.37953722
Intervention,Normal,86.18658489,8.699566503,44.55948885
Control,Normal,95.35234601,8.19358144,47.40170168
Intervention,Dyslexia,100.1577852,13.50189672,56.58263501
Control,Dyslexia,83.52676011,5.656608484,37.01909149
Intervention,Normal,81.8301758,8.223702562,59.07660062
Intervention,Normal,109.3070166,14.69971839,66.64705173
Intervention,Dyslexia,81.48435064,7.018578158,52.84669232
Intervention,Normal,106.1559475,12.17947159,54.88775405
Control,Dyslexia,104.6463921,10.04262154,50.6192703
Intervention,Normal,105.2324214,12.18387787,66.42832365
Control,Normal,115.0642704,13.89935875,61.71771798
Control,Normal,104.8898519,14.29093057,52.13387429
Intervention,Dyslexia,80.82975386,4.225447043,35.60687877
Intervention,Dyslexia,87.28668576,11.97017616,45.07075164
Control,Dyslexia,109.755584,11.96583194,47.86684094
Control,Normal,87.58458441,5.776968112,43.26877367
Intervention,Normal,104.6249583,14.70200294,66.27605327
Control,Normal,88.12892766,9.619925284,55.76458689
Control,Normal,105.6789501,8.944532377,60.26351592
Control,Dyslexia,78.84872434,10.15508594,41.04329302
Intervention,Dyslexia,78.59883724,10.42032746,27.27745379
Control,Normal,85.31902748,4.19823479,40.6789983
Intervention,Dyslexia,93.82523921,11.82695174,39.11477757
Intervention,Normal,121.988316,13.93132576,61.5114391
Intervention,Dyslexia,79.35693414,9.61895564,51.56302199
Control,Dyslexia,71.404774,8.931371565,42.29165532
Intervention,Dyslexia,98.89536517,11.0353367,43.60593904
Control,Normal,84.40126558,6.348335793,38.50242996
Intervention,Dyslexia,100.2029932,12.55880737,55.39141897
Intervention,Dyslexia,82.93119796,9.494153625,47.53064185
Intervention,Dyslexia,87.74787003,8.907752521,41.55609234
Control,Dyslexia,86.94007166,13.07900959,44.73988451
Control,Normal,66.64924411,4.70561567,39.84793349
Control,Dyslexia,90.82009189,11.66510268,44.53134326
Intervention,Dyslexia,97.44611961,11.39613942,45.43912948
Control,Normal,92.35792651,6.152160489,53.41340673
Intervention,Normal,112.5788626,9.078947784,59.53532684
Control,Dyslexia,68.27460741,1.646429858,40.43215502
Intervention,Normal,100.3017489,6.369773013,39.71540757
Intervention,Normal,90.20888236,6.924238595,48.77153104
Control,Dyslexia,59.68875741,13.49246336,36.14154606
Intervention,Normal,90.84740826,9.99953714,55.32209087
Control,Dyslexia,93.03537829,11.48076593,50.93945805
Control,Dyslexia,85.22663296,12.5519577,44.04835051
Intervention,Normal,111.6925645,10.89188236,60.24098888
Intervention,Dyslexia,109.6440122,15.0387695,52.28047678
Control,Dyslexia,54.97365715,4.575246012,33.49619655
Control,Normal,104.4824155,11.14144254,47.37141843
Control,Normal,111.0068474,12.92477756,53.70682667
Intervention,Normal,83.46636566,14.00267165,62.46763985
Intervention,Dyslexia,94.21874965,11.4197365,58.07317066
Control,Normal,90.3018897,8.167243397,48.60372479
Control,Normal,87.60518694,6.621214181,37.77123203
Intervention,Dyslexia,70.76832319,7.895609044,37.27725432
Intervention,Normal,117.9478939,14.08672101,54.17071154
Intervention,Normal,119.0092124,15.86140019,72.92177364
Control,Dyslexia,77.23055826,9.024969848,47.44471268
Intervention,Dyslexia,65.61235022,8.060551802,37.31043827
Control,Dyslexia,86.01760045,7.163770194,45.14038557
Control,Normal,103.9404929,9.060942179,55.30612056
Intervention,Dyslexia,72.24871903,6.779105873,45.87745671
Control,Normal,106.8538382,10.50640028,55.83388023
Intervention,Normal,97.896988,9.271337025,55.47513332
Control,Normal,105.6952733,9.84712696,57.07328601
Intervention,Dyslexia,83.61732853,11.26306472,40.19327989
Intervention,Normal,108.0045233,15.2871802,58.76042467
Intervention,Normal,100.8122793,7.237259801,50.53050291
Intervention,Dyslexia,86.58184659,14.00071932,45.0441141
Control,Dyslexia,103.2074656,6.454361663,51.02184472
Control,Normal,116.3414089,9.66968949,57.38922867
Intervention,Dyslexia,69.71964553,10.73018506,31.22503398
Control,Normal,91.96208556,8.058609687,43.32243163
Intervention,Dyslexia,73.67257579,7.036001837,42.64491225
Intervention,Dyslexia,96.69677836,8.990389696,48.14780668
Intervention,Normal,95.14588339,17.92094529,56.79837478
Control,Dyslexia,67.12817749,9.989365132,41.05827277
Intervention,Dyslexia,74.82396474,6.001101413,29.15619978
Intervention,Dyslexia,84.83105825,11.67880525,51.87132965
Control,Dyslexia,89.69337963,6.368934818,38.3931267
Control,Dyslexia,59.77412639,5.632095555,22.64387766
Intervention,Normal,90.66562657,6.560522083,40.05177636
Intervention,Normal,112.7145624,9.009547736,49.46272458
Intervention,Dyslexia,66.97801557,6.57446744,29.1258573
Intervention,Dyslexia,94.26017598,18.78957798,46.8336165
Control,Normal,115.5505571,7.191510051,52.38853312
Intervention,Dyslexia,86.85791305,8.372133684,41.92958804
Control,Normal,109.5629578,9.156213391,50.17773385
Intervention,Dyslexia,84.11692316,6.849042063,44.1369768
Intervention,Normal,87.02491184,10.66163138,53.68071036
Intervention,Dyslexia,97.82877236,14.44727602,47.77701773
Control,Normal,81.84023064,7.273567629,37.27688886
Control,Normal,94.36515312,3.293300515,39.31347524
Intervention,Normal,95.3921844,10.94911668,68.80553114
Control,Dyslexia,85.04333946,4.789961176,36.34583088
Control,Normal,90.70896353,5.441961574,43.45797156
Control,Normal,136.270684,11.26818457,58.66538859
Control,Dyslexia,74.71507193,8.230224065,28.50420115
Intervention,Normal,104.6444454,10.11097396,54.420168
Control,Dyslexia,66.26459416,7.698099544,24.07655837
Intervention,Normal,114.3634029,13.13917325,64.37776061
Control,Dyslexia,98.35227101,9.944149792,52.34949082
Intervention,Normal,109.0611108,12.71542542,50.04538547
Control,Normal,117.7408588,15.29499536,64.2485088
Control,Dyslexia,73.73197764,8.780267325,34.17334305
Control,Dyslexia,83.01057978,7.002908535,38.07240536
Intervention,Dyslexia,73.42350606,9.75761752,28.04737606
Intervention,Normal,93.9616449,14.52981619,42.83148948
Intervention,Dyslexia,84.37138279,8.239868456,34.12453084
Control,Dyslexia,63.2168073,3.687742154,24.16638693
Intervention,Normal,102.921824,11.70798622,70.49700698
Intervention,Dyslexia,85.27247335,6.703875834,29.5904945
Intervention,Normal,96.20231563,10.59019898,59.01746035
Control,Normal,108.1790894,12.53827019,61.87542919
Intervention,Normal,95.96060485,8.432219128,46.86483316
Control,Normal,87.30734358,4.438210293,46.93727933
Control,Dyslexia,91.39572637,8.463614169,45.62699663
Control,Normal,117.8448766,10.27155762,47.71286447
Control,Normal,103.1357865,9.075262897,55.75497538
Control,Dyslexia,76.77271057,10.74341896,46.89109355
Intervention,Normal,115.7681063,7.418625098,53.29666322
Control,Normal,127.5256642,12.53875335,63.9458844
Intervention,Normal,83.90392736,9.46540533,51.88712719
Intervention,Dyslexia,78.36969345,10.88657524,44.47479629
Intervention,Normal,116.1921385,11.97564033,60.61837245
Intervention,Dyslexia,76.21617621,8.468991596,54.26539075
Control,Dyslexia,76.19708476,10.92527979,43.42678246
Intervention,Dyslexia,102.3454425,9.179993539,36.64076092
Control,Dyslexia,75.06149517,7.560428811,33.51933146
Intervention,Normal,102.0277265,13.76240025,58.86309482
Control,Dyslexia,61.19351466,7.94716353,30.53642182
Intervention,Dyslexia,82.7060556,12.5354548,37.87895719
Intervention,Dyslexia,85.34746864,10.30793857,31.62166001
Intervention,Normal,93.12704995,9.743140195,58.64562465
Intervention,Dyslexia,89.80256291,9.52523342,39.39780346
Control,Normal,113.8867705,9.401967662,56.84540594
Control,Dyslexia,73.90310699,3.983869166,35.77570537
Intervention,Normal,105.3003427,11.84436333,61.10910203
Control,Dyslexia,60.67934685,8.021738459,27.7156506
Intervention,Dyslexia,82.79459278,4.713384896,35.05154785
Control,Dyslexia,97.77900919,9.007809237,37.4709016
Control,Normal,99.6857619,10.14198437,49.1043447
Intervention,Normal,112.0885711,9.945643184,63.27069736
Control,Normal,102.0368983,11.5834324,43.71589253
Control,Normal,98.81750756,11.23385336,54.78651324
Intervention,Dyslexia,88.92817007,10.15753722,54.89294362
Intervention,Normal,107.0691209,18.45216833,57.62391097
Intervention,Dyslexia,66.44074769,8.091474702,32.09785387
Intervention,Normal,87.98821969,11.29699334,57.42652996
Intervention,Normal,103.0740535,13.70833554,49.4685077
Control,Dyslexia,83.35481731,12.50281429,41.36890317
Control,Normal,86.14217907,10.49812546,60.86440199
Intervention,Dyslexia,90.96530966,11.74398565,50.80663694
Intervention,Dyslexia,68.53745397,8.618295091,49.9264286
Control,Normal,103.7971242,9.450400514,59.00761898
Control,Normal,92.97891067,9.705341778,48.44213368
Control,Normal,87.64036679,8.313498767,38.09418296
Control,Normal,103.9596364,8.497505353,54.06246927
Intervention,Normal,92.77870958,8.619262611,50.22373891
